,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,creator,subjects,publisher,publicationyear
7925,Digital,OverDrive,AUDIOBOOK,2018,1,1,Be Honest--You're Not That Into Him Either: Raise Your Standards & Reach for the Love You Deserve (unabridged) (Unabridged),Ian Kerner,"Fiction, Romance",HarperCollins Publishers Inc.,2005
7930,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Outstretched Shadow: Obsidian Series, Book 1 (unabridged) (Unabridged)",Mercedes Lackey,"Fiction, Literature","Tantor Media, Inc",2011
7932,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Edge of Justice: Antonio Burns Series, Book 2 (unabridged) (Unabridged)",Clinton McKinzie,"Fiction, Thriller",Books on Tape,2011
7941,Digital,OverDrive,AUDIOBOOK,2018,1,16,"The Selection: The Selection Series, Book 1 (unabridged) (Unabridged)",Kiera Cass,"Romance, Science Fiction, Young Adult Fiction",HarperCollins Publishers Inc.,2012
7950,Digital,OverDrive,AUDIOBOOK,2018,1,1,Dominic (Unabridged),William Steig,"Juvenile Fiction, Juvenile Literature",Books on Tape,2012
7964,Digital,OverDrive,AUDIOBOOK,2018,1,8,Dead Man's Folly (Unabridged),Agatha Christie,"Fiction, Mystery",Random House Group Limited,2011
7972,Digital,OverDrive,AUDIOBOOK,2018,1,1,Compassion Versus Guilt & Other Essays (Unabridged),Thomas Sowell,"Nonfiction, Politics","Blackstone Audio, Inc.",2007
7984,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Notorious: Max Revere Series, Book 1 (unabridged) (Unabridged)",Allison Brennan,"Fiction, Mystery, Suspense, Thriller",Macmillan Audio,2014
7995,Digital,OverDrive,AUDIOBOOK,2018,1,2,"How Music Works: The Science and Psychology of Beautiful Sounds, From Beethoven to the Beatles and Beyond (unabridged) (Unabridged)",John Powell,"Music, Nonfiction",Gildan Media Corp,2010
8003,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Murder on the Flying Scotsman: Daisy Dalrymple Series, Book 4 (unabridged) (Unabridged)",Carola Dunn,"Fiction, Mystery","Blackstone Audio, Inc.",2013
8004,Digital,OverDrive,AUDIOBOOK,2018,1,2,"A World Without Heroes: Beyonders Series, Book 1 (unabridged) (Unabridged)",Brandon Mull,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2013
8020,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Enneagram: Understanding Yourself and the Others in Your Life (unabridged) (Unabridged),Helen Palmer,"New Age, Nonfiction","Sounds True, Inc",2009
8033,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Heat of the Moon: Rachel Goddard Mystery Series, Book 1 (unabridged) (Unabridged)",Sandra Parshall,"Fiction, Mystery","Blackstone Audio, Inc.",2014
8046,Digital,OverDrive,AUDIOBOOK,2018,1,4,Good Leaders Ask Great Questions (Unabridged),John C. Maxwell,"Business, Nonfiction",Hachette Audio,2015
8049,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Forest House: Avalon Series, Book 2 (unabridged) (Unabridged)",Marion Zimmer Bradley,"Fiction, Science Fiction","Tantor Media, Inc",2014
8071,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Handle: Parker Series, Book 8 (unabridged) (Unabridged)",Richard Stark,"Fiction, Mystery","Blackstone Audio, Inc.",2012
8077,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Cream Puff Murder: Hannah Swensen Mystery Series, Book 11 (unabridged) (Unabridged)",Joanne Fluke,"Fiction, Mystery","Recorded Books, LLC",2017
8092,Digital,OverDrive,AUDIOBOOK,2018,1,2,Stowaway (Unabridged),Karen Hesse,"Juvenile Fiction, Juvenile Literature",Books on Tape,2009
8093,Digital,OverDrive,AUDIOBOOK,2018,1,3,Leaving the Saints: How I Lost the Mormons and Found My Faith (unabridged) (Unabridged),Martha Beck,"Biography & Autobiography, Nonfiction",Books on Tape,2008
8118,Digital,OverDrive,AUDIOBOOK,2018,1,6,"The Blinding Knife: Lightbringer Series, Book 2 (unabridged) (Unabridged)",Brent Weeks,"Fantasy, Fiction",Hachette Audio,2017
8128,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Rusty Puppy: Hap Collins and Leonard Pine Series, Book 12 (unabridged) (Unabridged)",Joe R. Lansdale,"Fiction, Mystery, Thriller","Blackstone Audio, Inc.",2017
8141,Digital,OverDrive,AUDIOBOOK,2018,1,3,"I Hate Everyone, Except You (Unabridged)",Clinton Kelly,"Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction","Tantor Media, Inc",2017
8153,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The White King: Charles I, Traitor, Murderer, Martyr (unabridged) (Unabridged)",Leanda de Lisle,"Biography & Autobiography, History, Nonfiction",Hachette Audio,2017
8166,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Lagom: The Swedish Art of Living a Balanced, Happy Life (unabridged) (Unabridged)",Niki Brantmark,"Current Events, Nonfiction, Reference",HarperCollins Publishers Ltd.,2017
8170,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Vintner's Daughter: A Novel (unabridged) (Unabridged),Kristen Harnisch,"Fiction, Historical Fiction, Romance","Blackstone Audio, Inc.",2015
8171,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Reinventing You: Define Your Brand, Imagine Your Future (unabridged) (Unabridged)",Dorie Clark,"Business, Nonfiction",Gildan Media Corp,2013
8184,Digital,OverDrive,AUDIOBOOK,2018,1,6,"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery (unabridged) (Unabridged)",Sam Kean,"Nonfiction, Science","Blackstone Audio, Inc.",2014
8201,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Playing with Fire: Hot in Chicago Series, Book 2 (unabridged) (Unabridged)",Kate Meader,"Fiction, Literature","Tantor Media, Inc",2016
8229,Digital,OverDrive,AUDIOBOOK,2018,1,2,The War of the Worlds (Unabridged),H. G. Wells,"Classic Literature, Fiction, Science Fiction, Thriller","Blackstone Audio, Inc.",2006
8273,Digital,OverDrive,AUDIOBOOK,2018,1,5,"On the Plus Side: A Perfect Fit Series, Book 2 (unabridged) (Unabridged)",Alison Bliss,"Fiction, Humor (Fiction), Literature, Romance",Hachette Audio,2017
8276,Digital,OverDrive,AUDIOBOOK,2018,1,1,All Things Shining: Reading the Western Classics to Find Meaning in a Secular World (unabridged) (Unabridged),Hubert Dreyfus,"Nonfiction, Philosophy",HighBridge Company,2012
8284,Digital,OverDrive,AUDIOBOOK,2018,1,2,Reinventing America's Schools: Creating a 21st Century Education System (unabridged) (Unabridged),David Osborne,"Education, Nonfiction",HighBridge Company,2017
8288,Digital,OverDrive,AUDIOBOOK,2018,1,1,Jesus Always: Embracing Joy in His Presence (unabridged) (Unabridged),Sarah Young,"Nonfiction, Religion & Spirituality",Thomas Nelson Inc.,2017
8292,Digital,OverDrive,AUDIOBOOK,2018,1,2,For Two Thousand Years (Unabridged),Mihail Sebastian,"Fiction, Literature","Tantor Media, Inc",2017
8297,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Book of Emma Reyes: A Memoir (unabridged) (Unabridged),Emma Reyes,"Biography & Autobiography, Literary Criticism, Nonfiction",Books on Tape,2017
8314,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Deeds of the Disturber: Amelia Peabody Series, Book 5 (unabridged) (Unabridged)",Elizabeth Peters,"Fiction, Historical Fiction, Mystery","Blackstone Audio, Inc.",2005
8350,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Dark Room (Unabridged),Jonathan Moore,"Fiction, Suspense, Thriller",HighBridge Company,2017
8369,Digital,OverDrive,AUDIOBOOK,2018,1,5,Odd Child Out: A Novel (unabridged) (Unabridged),Gilly MacMillan,"Fiction, Literature, Mystery",HarperCollins Publishers Inc.,2017
8371,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Swans of Fifth Avenue: A Novel (unabridged) (Unabridged),Melanie Benjamin,"Fiction, Historical Fiction, Literature",Books on Tape,2016
8373,Digital,OverDrive,AUDIOBOOK,2018,1,7,Caleb's Crossing: A Novel (unabridged) (Unabridged),Geraldine Brooks,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2011
8375,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Cat in the Hat and Other Dr. Seuss Favorites (Unabridged),Dr. Seuss,"Beginning Reader, Juvenile Fiction",Books on Tape,2006
8394,Digital,OverDrive,AUDIOBOOK,2018,1,11,"The Lies of Locke Lamora: Gentleman Bastard Series, Book 1 (unabridged) (Unabridged)",Scott Lynch,"Fantasy, Fiction","Tantor Media, Inc",2014
8400,Digital,OverDrive,AUDIOBOOK,2018,1,1,Trump: How to Get Rich (unabridged) (Unabridged),Donald J. Trump,"Nonfiction, Self-Improvement",Simon & Schuster - All Library,2008
8406,Digital,OverDrive,AUDIOBOOK,2018,1,2,"A Christmas Grace: Christmas Story Series, Book 6 (unabridged) (Unabridged)",Anne Perry,"Fiction, Historical Fiction, Mystery","Blackstone Audio, Inc.",2008
8408,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Culture Map: Breaking Through the Invisible Boundaries of Global Business (unabridged) (Unabridged),Erin Meyer,"Business, Nonfiction",Gildan Media Corp,2014
8420,Digital,OverDrive,AUDIOBOOK,2018,1,1,Radiant Mind: Awakening Unconditioned Awareness (unabridged) (Unabridged),Peter Fenner,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2008
8457,Digital,OverDrive,AUDIOBOOK,2018,1,7,"The Great Halifax Explosion: A World War I Story of Treachery, Tragedy, and Extraordinary Heroism (unabridged) (Unabridged)",John U. Bacon,"History, Military, Nonfiction",HarperCollins Publishers Inc.,2017
8459,Digital,OverDrive,AUDIOBOOK,2018,1,2,Descendants: The Junior Novel (unabridged) (Unabridged),Disney Press,"Fantasy, Juvenile Fiction","Blackstone Audio, Inc.",2015
8470,Digital,OverDrive,AUDIOBOOK,2018,1,6,"""V"" is for Vengeance: Kinsey Millhone Series, Book 22 (unabridged) (Unabridged)",Sue Grafton,"Fiction, Mystery",Books on Tape,2011
